GSE_ID	Sample_ID	evidence_type	field_raw	value
GSE37210	GSM913756	control_term	agent	Untreated
GSE37210	GSM913756	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913756	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913756	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913757	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913757	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913757	control_term	agent	Untreated
GSE37210	GSM913757	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913757	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913757	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913758	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913758	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913758	control_term	agent	Untreated
GSE37210	GSM913758	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913758	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913758	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913759	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913759	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913759	control_term	agent	Untreated
GSE37210	GSM913759	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913759	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913759	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913760	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913760	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913760	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913760	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913761	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913761	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913761	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913761	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913762	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913762	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913762	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913762	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913763	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913763	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913763	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913763	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913764	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913764	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913764	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913764	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913765	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913765	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913765	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913765	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913766	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913766	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913766	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913766	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913767	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913767	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913767	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913767	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913768	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913768	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913768	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913768	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913769	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913769	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913769	control_term	agent	Untreated
GSE37210	GSM913769	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913769	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913769	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913770	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913770	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913770	control_term	agent	Untreated
GSE37210	GSM913770	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913770	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913770	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913771	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913771	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913771	control_term	agent	Untreated
GSE37210	GSM913771	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913771	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913771	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913772	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913772	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913772	control_term	agent	Untreated
GSE37210	GSM913772	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913772	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913772	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913773	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913773	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913773	control_term	agent	Untreated
GSE37210	GSM913773	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913773	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913773	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913774	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913774	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913774	control_term	agent	Untreated
GSE37210	GSM913774	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913774	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913774	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913775	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913775	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913775	control_term	agent	Untreated
GSE37210	GSM913775	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913775	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913775	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913776	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913776	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913776	control_term	agent	Untreated
GSE37210	GSM913776	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913776	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913776	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913777	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913777	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913777	control_term	agent	Untreated
GSE37210	GSM913777	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913777	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913777	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913778	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913778	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913778	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913778	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913779	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913779	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913779	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913779	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913780	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913780	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913780	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913780	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913781	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913781	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913781	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913781	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913782	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913782	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913782	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913782	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913783	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913783	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913783	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913783	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913784	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913784	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913784	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913784	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
