GSE_ID	Sample_ID	evidence_type	field_raw	value
GSE37210	GSM913785	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913785	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913785	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913785	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913786	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913786	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913786	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Caffeine
GSE37210	GSM913786	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913787	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913787	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913787	control_term	agent	Untreated
GSE37210	GSM913787	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913787	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913787	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913788	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913788	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913788	control_term	agent	Untreated
GSE37210	GSM913788	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913788	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913788	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913789	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913789	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913789	control_term	agent	Untreated
GSE37210	GSM913789	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913789	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913789	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913790	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913790	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913790	control_term	agent	Untreated
GSE37210	GSM913790	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913790	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913790	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913791	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913791	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913791	control_term	agent	Untreated
GSE37210	GSM913791	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913791	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913791	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913792	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913792	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913792	control_term	agent	Untreated
GSE37210	GSM913792	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913792	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913792	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
GSE37210	GSM913793	control_term	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913793	control_term	treatment_protocol_ch1	Fresh medium (RPMI-1640 + 10% fetal bovine serum) containing 10mM caffeine (Sigma-Aldrich) was added to one 25cm2 flask containing 3.5 x 10^6 LCLs, whilst fresh medium with no caffeine was added to the control flask containing the same number of LCLs. After four hours of incubation at 37°C in a humidified atmosphere containing 5% carbon dioxide, the medium from both flasks was removed and cells were washed twice with phosphate-buffered saline (PBS). Normal media was added to the untreated control flask and the other flask was further treated for another four hours with 10mM caffeine media. After which, all medium was removed from both flasks and cells were washed twice with PBS before being pelleted and stored at -80°C until RNA extraction.
GSE37210	GSM913793	control_term	agent	Untreated
GSE37210	GSM913793	explicit_nmd_term	GSE_Title	The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes
GSE37210	GSM913793	tissue_field	source_name_ch1	Lymphoblastoid cell line (LCL), Untreated
GSE37210	GSM913793	tissue_field	cell.line	Lymphoblastoid cell line (LCL)
